dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
5/8/2019,190508_033116lan,099fbbde-ec8c-4baf-9959-8d927d9e586c,7,2,547943,660670,32,Strikeout,B,3,3.51,1.64,-8.71,-6.99,CU,4,0,R,0,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,308.752,1.18182,5,lan,0.096390898,-102.8044717,0.389711021,-8.254996233,-7.180634297,-8.71,-6.99,2.322103437,55,6.098756458,0.612775372,-105.6112182,6.172893308,-9.058999886,19.49900076,-40.05899939,72.13,1.359186895,3.688864147,1.44,3.68,0,10
5/8/2019,190508_033134lan,26b64c1f-622a-4c53-a3d3-868d3f304040,7,3,547943,660670,32,Strikeout,S,4,3.51,1.64,9.2,7.36,FT,23,0,R,0,2,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,128.667,-1.17112,5,lan,0.075881312,-130.6955161,0.305463603,9.551568007,7.294820673,9.2,7.36,2.445353611,55,5.991712478,-8.70741051,-133.9499456,-6.704335563,17.061,28.70899985,-19.14899954,91.64,0.294852467,1.504336678,0.38,1.48,0,20
5/8/2019,190508_033155lan,176cb07c-ca76-4403-ad63-96a4178b25ec,7,4,547943,660670,32,Strikeout,B,5,3.51,1.64,6.44,7.99,FF,6,0,R,1,2,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,141.14,0.925134,5,lan,0.075451521,-131.53687,0.302536183,6.77180135,7.924506558,6.44,7.99,2.403537172,55,6.065221114,-9.94801699,-134.5214413,-2.569860823,12.33100046,26.46900008,-17.74899992,91.99,-0.664440452,3.467428851,-0.57,3.44,0,21
5/8/2019,190508_033221lan,9bb5c548-8b71-4279-a48f-116e2ead5985,7,5,547943,660670,32,Strikeout,S,6,3.51,1.64,8.15,2.79,CH,14,0,R,1,3,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,108.904,0.326203,5,lan,0.085473276,-116.1272666,0.3425139,8.588218603,2.688877105,8.15,2.79,2.580070422,55,5.811762267,-6.623709259,-118.7228372,0.486671968,12.20100034,20.31900046,-28.35900053,81.07,0.814303945,2.905010656,0.91,2.88,0,31
5/8/2019,190508_033252lan,49ceb757-dd9a-464d-b094-282874805833,7,6,547943,660670,32,Strikeout,S,7,3.51,1.64,9.45,4.71,FT,18,0,R,2,3,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,116.536,-0.604278,5,lan,0.075201265,-131.9289698,0.302090763,9.790794579,4.643248852,9.45,4.71,2.593957783,55,5.919160499,-9.022515394,-135.0593316,-4.461268965,17.88099969,27.85899947,-23.69900069,92.34,0.39027114,2.03477684,0.49,2.01,0,32
5/8/2019,190508_033331lan,e855eb9b-56c8-4aab-9077-e96825a35b78,7,7,547943,660670,32,Strikeout,S,8,3.51,1.64,1.1,2.9,FC,15,0,R,2,3,L,gid_2019_05_07_atlmlb_lanmlb_1/,Called Strike,159.23,-0.315508,5,lan,0.078069574,-127.1677399,0.312484563,1.435990919,2.818080484,1.1,2.9,2.474445056,55,5.982260782,-8.422654996,-129.9273031,-2.71504225,2.450999986,23.64900038,-27.36900076,88.79,-0.914585818,2.296538468,-0.82,2.28,0,32
5/8/2019,190508_033405lan,9bc346bd-1353-4774-8ce9-bd1b2e7f0a29,6,1,547943,455976,33,Groundout,S,11,3.49,1.67,-7.99,-6.98,CU,1,0,L,0,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Called Strike,311.18,1.12088,5,lan,0.0938644,-105.60933,0.378760489,-7.547978484,-7.161500212,-7.99,-6.98,2.2984764,55,6.116184465,-3.4117334,-108.3794287,5.704313867,-8.768999924,19.75899908,-40.49900183,74.03,-0.652839322,3.623042219,-0.56,3.6,0,0
5/8/2019,190508_033443lan,4408c1f3-addb-4a0d-921c-2a02fa9815a3,6,2,547943,455976,33,Groundout,S,12,3.49,1.67,8.9,6.4,FT,12,0,L,1,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,125.745,0.318681,5,lan,0.076116797,-130.3300988,0.305919938,9.248829635,6.333969005,8.9,6.4,2.518879354,55,5.994838074,-9.02748415,-133.4586252,-3.005976387,16.47099985,27.50899908,-20.89899954,91.23,0.18082905,2.893222994,0.27,2.87,0,1
5/8/2019,190508_033518lan,c14ad7d6-7384-4bfc-a27b-43f7d6fe5e70,6,3,547943,455976,33,Groundout,B,13,3.49,1.67,-0.99,0.19,FC,15,0,L,2,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,259.254,-0.582418,5,lan,0.081471676,-121.7900884,0.327064708,-0.634767802,0.083438171,-0.99,0.19,2.414687026,55,6.094318525,-8.018173697,-124.6350498,-1.771413909,-0.988999952,23.36899969,-32.04899916,85.16,-1.283494351,2.071587944,-1.19,2.05,0,2
5/8/2019,190508_033540lan,1adcf08d-467f-472b-9bda-afdf2465149e,6,4,547943,455976,33,Groundout,B,14,3.49,1.67,5.98,7.44,FF,1,0,L,2,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,141.245,1.71429,5,lan,0.075674183,-131.1269278,0.303712238,6.315380993,7.382979507,5.98,7.44,2.278083548,55,6.019156393,-9.22484249,-134.1709403,-0.507303479,11.41100038,26.91900084,-18.83900008,91.7,-0.5756137,4.171419512,-0.48,4.14,0,12
5/8/2019,190508_033559lan,52f79d5c-7244-41d5-bc68-916cc271a537,6,5,547943,455976,33,Groundout,B,15,3.49,1.67,8.92,2.72,CH,15,0,L,2,2,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,106.985,-0.593407,5,lan,0.087597782,-113.2922813,0.351334018,9.376908476,2.614366181,8.92,2.72,2.711222831,55,5.823332061,-12.28632294,-115.8801579,-0.911268847,12.66100038,19.76899931,-28.64899954,79.45,-1.74152089,2.052690684,-1.64,2.04,0,22
